,Date,Close,Low,High,SMA20,SMA50,Buy_Signal,Sell_Signal,Portfolio_Value
69,2023-10-05,1157.050048828125,1154.5,1164.699951171875,1195.00625,1227.1139990234376,0,0,100000.0
70,2023-10-06,1159.0,1156.0250244140625,1162.4000244140625,1192.238751220703,1225.4359985351562,0,0,100000.0
71,2023-10-09,1149.125,1147.5,1155.9749755859375,1188.895001220703,1223.1564990234374,0,0,100000.0
72,2023-10-10,1154.199951171875,1151.875,1158.949951171875,1185.4,1221.2134985351563,0,0,100000.0
73,2023-10-11,1172.5250244140625,1156.5,1174.8499755859375,1182.1612487792968,1219.385498046875,0,0,100000.0
74,2023-10-12,1174.699951171875,1169.074951171875,1179.675048828125,1179.9249938964845,1217.3869970703124,0,0,100000.0
75,2023-10-13,1174.6500244140625,1164.574951171875,1178.75,1177.3812438964844,1215.747998046875,0,0,100000.0
76,2023-10-16,1172.0250244140625,1168.0,1177.2750244140625,1174.6499938964844,1214.3249975585939,0,0,100000.0
77,2023-10-17,1177.625,1170.6500244140625,1179.8499755859375,1172.0849914550781,1213.1184985351563,0,0,100000.0
78,2023-10-18,1162.0,1160.5,1183.5,1169.2737426757812,1211.262998046875,0,0,100000.0
79,2023-10-19,1153.074951171875,1150.5,1160.9000244140625,1167.3737426757812,1209.08599609375,0,0,100000.0
80,2023-10-20,1149.550048828125,1148.1500244140625,1157.3499755859375,1165.7312438964843,1206.990498046875,0,0,100000.0
81,2023-10-23,1131.5999755859375,1127.625,1153.125,1163.4374938964843,1204.370498046875,0,0,100000.0
82,2023-10-25,1128.9749755859375,1121.5,1140.5999755859375,1161.3749938964843,1201.585498046875,0,0,100000.0
83,2023-10-26,1113.25,1110.1500244140625,1129.0,1158.4749938964844,1198.3789990234375,0,0,100000.0
84,2023-10-27,1132.9000244140625,1117.9749755859375,1136.75,1155.8974975585938,1195.2644995117187,0,0,100000.0
85,2023-10-30,1156.25,1134.9749755859375,1162.5,1155.3574951171875,1192.6380004882812,0,0,100000.0
86,2023-10-31,1143.949951171875,1141.449951171875,1164.0,1153.9299926757812,1190.1369995117188,0,0,100000.0
87,2023-11-01,1148.699951171875,1137.5999755859375,1158.75,1153.4112426757813,1187.542998046875,0,0,100000.0
88,2023-11-02,1160.0999755859375,1153.9749755859375,1162.1500244140625,1153.5624938964843,1185.5449975585936,0,0,100000.0
89,2023-11-03,1159.8499755859375,1157.875,1167.4749755859375,1153.702490234375,1183.547998046875,0,0,100000.0
90,2023-11-06,1169.5,1162.800048828125,1170.0,1154.227490234375,1181.7159985351564,0,0,100000.0
91,2023-11-07,1161.9000244140625,1159.7750244140625,1169.550048828125,1154.8662414550781,1180.1559985351562,0,0,100000.0
92,2023-11-08,1167.949951171875,1160.875,1170.5,1155.5537414550781,1178.8314965820311,0,0,100000.0
93,2023-11-09,1155.2750244140625,1152.0999755859375,1167.949951171875,1154.6912414550782,1177.4994970703126,0,0,100000.0
94,2023-11-10,1157.449951171875,1149.0250244140625,1158.175048828125,1153.8287414550782,1176.4449951171875,0,0,100000.0
95,2023-11-13,1157.300048828125,1155.8499755859375,1162.300048828125,1152.9612426757812,1175.4104956054687,0,0,100000.0
96,2023-11-15,1178.2249755859375,1163.5,1180.9749755859375,1153.271240234375,1174.9049951171876,0,0,100000.0
97,2023-11-16,1180.3499755859375,1173.4749755859375,1187.074951171875,1153.407489013672,1174.3854956054688,0,0,100000.0
98,2023-11-17,1177.7750244140625,1176.0250244140625,1186.625,1154.196240234375,1173.8339965820312,0,0,100000.0
99,2023-11-20,1174.675048828125,1168.199951171875,1179.199951171875,1155.2762451171875,1173.0914965820311,0,0,100000.0
100,2023-11-21,1189.449951171875,1180.0999755859375,1194.0,1157.271240234375,1172.59349609375,0,0,100000.0
101,2023-11-22,1194.0999755859375,1186.0999755859375,1197.2249755859375,1160.396240234375,1172.1554956054688,0,0,100000.0
102,2023-11-23,1197.75,1194.0999755859375,1200.0,1163.8349914550781,1171.62849609375,0,0,100000.0
103,2023-11-24,1196.949951171875,1195.5250244140625,1201.300048828125,1168.0199890136719,1170.821494140625,0,0,100000.0
104,2023-11-28,1197.199951171875,1187.625,1199.8499755859375,1171.2349853515625,1170.3769921875,1,0,100000.0
105,2023-11-29,1200.3499755859375,1199.0250244140625,1205.9749755859375,1173.4399841308593,1169.8734912109376,0,0,100264.60205078125
106,2023-11-30,1188.7249755859375,1184.949951171875,1200.3499755859375,1175.6787353515624,1169.114990234375,0,0,99288.10205078125
107,2023-12-01,1197.1500244140625,1188.800048828125,1198.199951171875,1178.1012390136718,1168.4794897460938,0,0,99995.80615234375
108,2023-12-04,1210.0999755859375,1199.300048828125,1225.0,1180.6012390136718,1168.3169897460937,0,0,101083.60205078125
109,2023-12-05,1218.875,1210.824951171875,1220.425048828125,1183.552490234375,1168.8729907226561,0,0,101820.7041015625
110,2023-12-06,1230.550048828125,1217.5,1236.4749755859375,1186.6049926757812,1169.8359912109374,0,0,102801.408203125
111,2023-12-07,1228.5250244140625,1221.0,1230.4749755859375,1189.9362426757812,1170.8569921875,0,0,102631.30615234375
112,2023-12-08,1227.875,1222.5,1238.3499755859375,1192.9324951171875,1172.0099926757812,0,0,102576.7041015625
113,2023-12-11,1229.675048828125,1226.199951171875,1233.800048828125,1196.6524963378906,1173.1784936523438,0,0,102727.908203125
114,2023-12-12,1212.0250244140625,1210.074951171875,1232.4749755859375,1199.38125,1173.7299951171874,0,0,101245.30615234375
115,2023-12-13,1216.9749755859375,1203.1500244140625,1219.175048828125,1202.3649963378907,1174.7284936523438,0,0,101661.10205078125
116,2023-12-14,1232.074951171875,1221.324951171875,1237.4749755859375,1205.0574951171875,1175.9199926757813,0,0,102929.5
117,2023-12-15,1247.800048828125,1235.0250244140625,1250.0,1208.429998779297,1177.6944946289063,0,0,104250.408203125
118,2023-12-18,1260.5,1245.4749755859375,1267.449951171875,1212.5662475585937,1179.7629956054689,0,0,105317.2041015625
119,2023-12-19,1279.050048828125,1262.5999755859375,1286.949951171875,1217.7849975585937,1182.2029956054687,0,0,106875.408203125
120,2023-12-20,1263.574951171875,1260.0,1299.425048828125,1221.4912475585938,1184.2944946289062,0,0,105575.5
121,2023-12-21,1281.2750244140625,1259.125,1286.75,1225.85,1186.9374951171876,0,0,107062.30615234375
122,2023-12-22,1282.5250244140625,1273.824951171875,1290.449951171875,1230.0887512207032,1189.5039965820313,0,0,107167.30615234375
123,2023-12-26,1289.0250244140625,1281.3499755859375,1295.9749755859375,1234.6925048828125,1191.8339965820312,0,0,107713.30615234375
124,2023-12-27,1293.425048828125,1286.550048828125,1299.949951171875,1239.503759765625,1194.2084985351562,0,0,108082.908203125
125,2023-12-28,1302.7750244140625,1293.425048828125,1306.0,1244.6250122070312,1196.7709985351562,0,0,108868.30615234375
126,2023-12-29,1292.4749755859375,1289.6500244140625,1307.0,1249.8125122070312,1199.1799975585936,0,0,108003.10205078125
127,2024-01-01,1295.125,1286.574951171875,1303.425048828125,1254.7112609863282,1201.5299975585938,0,0,108225.7041015625
128,2024-01-02,1305.8499755859375,1286.5,1307.5,1259.498760986328,1204.4069970703124,0,0,109126.60205078125
129,2024-01-03,1291.6500244140625,1288.5999755859375,1317.0,1263.1375122070312,1207.1784985351562,0,0,107933.80615234375
130,2024-01-04,1298.324951171875,1289.550048828125,1304.925048828125,1266.5262573242187,1210.1539965820311,0,0,108494.5
131,2024-01-05,1303.8499755859375,1299.0,1309.925048828125,1270.2925048828124,1213.5989965820313,0,0,108958.60205078125
132,2024-01-08,1293.675048828125,1284.4749755859375,1315.9749755859375,1273.5825073242188,1216.892998046875,0,0,108103.908203125
133,2024-01-09,1290.25,1288.5999755859375,1303.4000244140625,1276.6112548828125,1220.432998046875,0,0,107816.2041015625
134,2024-01-10,1325.050048828125,1287.5250244140625,1329.5,1282.2625061035155,1224.2759985351563,0,0,110739.408203125
135,2024-01-11,1359.9000244140625,1328.5,1362.5,1289.408758544922,1228.3489990234375,0,0,113666.80615234375
136,2024-01-12,1370.7249755859375,1345.75,1373.324951171875,1296.341259765625,1232.8844995117188,0,0,114576.10205078125
137,2024-01-15,1394.125,1366.0,1396.449951171875,1303.6575073242188,1237.7930004882812,0,0,116541.7041015625
138,2024-01-16,1374.625,1370.5,1396.300048828125,1309.3637573242188,1242.0835009765624,0,0,114903.7041015625
139,2024-01-17,1361.574951171875,1355.0250244140625,1386.2750244140625,1313.4900024414062,1246.1180004882813,0,0,113807.5
140,2024-01-18,1367.949951171875,1351.25,1371.0,1318.7087524414062,1250.0869995117187,0,0,114343.0
141,2024-01-19,1367.449951171875,1359.0,1376.0,1323.0174987792968,1254.197998046875,0,0,114301.0
142,2024-01-23,1328.574951171875,1322.550048828125,1371.75,1325.3199951171875,1257.410498046875,0,0,111035.5
143,2024-01-24,1343.875,1323.925048828125,1349.5,1328.0624938964843,1261.1824975585937,0,0,112320.7041015625
144,2024-01-25,1353.074951171875,1335.199951171875,1364.1500244140625,1331.044989013672,1265.0949975585938,0,0,113093.5
145,2024-01-29,1448.050048828125,1360.175048828125,1452.5,1338.308740234375,1270.9099975585937,0,0,121071.408203125
146,2024-01-30,1407.625,1404.425048828125,1459.9749755859375,1344.0662414550782,1275.497998046875,0,0,117675.7041015625
147,2024-01-31,1426.625,1402.5,1434.25,1350.6412414550782,1280.4234985351563,0,0,119271.7041015625
148,2024-02-01,1426.6500244140625,1418.050048828125,1443.3499755859375,1356.6812438964844,1285.4009985351563,0,0,119273.80615234375
149,2024-02-02,1457.699951171875,1433.175048828125,1474.9000244140625,1364.983740234375,1291.0614965820312,0,0,121882.0
150,2024-02-05,1439.0250244140625,1431.5250244140625,1470.5,1372.0187438964845,1296.052998046875,0,0,120313.30615234375
151,2024-02-06,1427.800048828125,1419.824951171875,1441.8499755859375,1378.2162475585938,1300.7269995117188,0,0,119370.408203125
152,2024-02-07,1442.1500244140625,1429.25,1449.5,1385.6399963378906,1305.615,0,0,120575.80615234375
153,2024-02-08,1450.125,1427.5250244140625,1459.4749755859375,1393.6337463378907,1310.6785009765624,0,0,121245.7041015625
154,2024-02-09,1460.75,1450.949951171875,1471.9749755859375,1400.4187438964843,1315.949501953125,0,0,122138.2041015625
155,2024-02-12,1452.3499755859375,1442.3499755859375,1461.0,1405.041241455078,1320.989501953125,0,0,121432.60205078125
156,2024-02-13,1465.0999755859375,1454.0,1479.0,1409.759991455078,1326.517001953125,0,0,122503.60205078125
157,2024-02-14,1481.375,1457.5,1483.6500244140625,1414.122491455078,1332.2015014648437,0,0,123870.7041015625
158,2024-02-15,1470.5999755859375,1466.5250244140625,1484.7249755859375,1418.921240234375,1337.4115014648437,0,0,122965.60205078125
159,2024-02-16,1460.574951171875,1458.550048828125,1477.0,1423.871240234375,1342.2455004882813,0,0,122123.5
160,2024-02-19,1474.0,1453.5250244140625,1479.5,1429.1737426757813,1347.1144995117188,0,0,123251.2041015625
161,2024-02-20,1471.0250244140625,1461.800048828125,1475.5,1434.3524963378907,1351.9644995117187,0,0,123001.30615234375
162,2024-02-21,1467.699951171875,1457.550048828125,1488.5250244140625,1441.3087463378906,1356.7609985351562,0,0,122722.0
163,2024-02-22,1481.75,1458.0,1484.949951171875,1448.2024963378906,1361.8024975585938,0,0,123902.2041015625
164,2024-02-23,1493.625,1483.3499755859375,1497.550048828125,1455.229998779297,1367.4344970703125,0,0,124899.7041015625
165,2024-02-26,1487.324951171875,1482.5,1494.5250244140625,1457.1937438964844,1372.8414965820311,0,0,124370.5
166,2024-02-27,1485.6500244140625,1478.050048828125,1499.949951171875,1461.0949951171874,1377.912998046875,0,0,124229.80615234375
167,2024-02-28,1455.625,1450.175048828125,1491.2750244140625,1462.5449951171875,1382.0694970703125,0,0,121707.7041015625
168,2024-02-29,1460.800048828125,1454.5250244140625,1478.9749755859375,1464.2524963378905,1386.075498046875,0,0,122142.408203125
169,2024-03-01,1492.125,1462.5,1500.0,1465.9737487792968,1390.3369970703125,0,0,124773.7041015625
170,2024-03-04,1507.4000244140625,1487.2249755859375,1512.449951171875,1469.3924987792968,1395.2134985351563,0,0,126056.80615234375
171,2024-03-05,1500.199951171875,1486.050048828125,1507.4000244140625,1473.0124938964843,1399.5919970703126,0,0,125452.0
172,2024-03-06,1503.0,1478.5,1509.0,1476.0549926757812,1404.0014965820312,0,0,125687.2041015625
173,2024-03-07,1478.925048828125,1475.550048828125,1503.0999755859375,1477.4949951171875,1407.7994970703126,0,0,123664.908203125
174,2024-03-11,1466.5999755859375,1463.5,1489.0,1477.7874938964844,1411.2629956054689,0,0,122629.60205078125
175,2024-03-12,1475.425048828125,1465.0250244140625,1488.0,1478.9412475585937,1414.71599609375,0,0,123370.908203125
176,2024-03-13,1432.175048828125,1427.7750244140625,1483.0999755859375,1477.2950012207032,1417.5099975585938,0,0,119737.908203125
177,2024-03-14,1431.4749755859375,1425.5,1448.5250244140625,1474.8,1420.2369970703126,0,0,119679.10205078125
178,2024-03-15,1418.2249755859375,1412.9000244140625,1433.2249755859375,1472.18125,1422.4844970703125,0,0,118566.10205078125
179,2024-03-18,1439.4749755859375,1416.5250244140625,1441.7249755859375,1471.1262512207031,1425.44099609375,0,0,120351.10205078125
180,2024-03-19,1425.25,1417.25,1437.5999755859375,1468.6887512207031,1427.9794970703124,0,0,119156.2041015625
181,2024-03-20,1443.75,1424.0250244140625,1445.0,1467.325,1430.7774975585937,0,0,120710.2041015625
182,2024-03-21,1450.9749755859375,1444.675048828125,1457.9000244140625,1466.488751220703,1433.92349609375,0,0,121317.10205078125
183,2024-03-22,1455.0250244140625,1447.3499755859375,1460.0,1465.1525024414063,1437.2189965820312,0,0,121657.30615234375
184,2024-03-26,1441.574951171875,1439.0,1452.4000244140625,1462.55,1439.5494946289064,0,0,120527.5
185,2024-03-27,1492.8499755859375,1447.0,1500.0,1462.8262512207032,1442.2084936523438,0,0,124834.60205078125
186,2024-03-28,1485.8499755859375,1478.6500244140625,1505.949951171875,1462.836248779297,1444.5109936523438,0,0,124246.60205078125
187,2024-04-01,1484.7750244140625,1482.5,1493.9749755859375,1464.29375,1446.323994140625,0,0,124156.30615234375
188,2024-04-02,1486.949951171875,1475.0,1494.0,1465.6012451171875,1448.5704931640626,0,0,124339.0
189,2024-04-03,1471.5999755859375,1468.9000244140625,1484.449951171875,1464.5749938964843,1450.7709936523438,0,0,123049.60205078125
190,2024-04-04,1462.925048828125,1450.0,1479.75,1462.3512451171875,1452.6704956054687,0,0,122320.908203125
191,2024-04-05,1460.0999755859375,1456.0,1470.800048828125,1460.3462463378905,1454.52349609375,0,0,122083.60205078125
192,2024-04-08,1485.9749755859375,1461.0,1490.9749755859375,1459.4949951171875,1457.6714965820313,0,0,124257.10205078125
193,2024-04-09,1463.6500244140625,1462.5,1489.800048828125,1458.7312438964843,1460.0669970703125,0,1,122381.80615234375
194,2024-04-10,1479.574951171875,1466.3499755859375,1487.0,1459.3799926757813,1462.5969970703125,0,0,124578.408203125
195,2024-04-12,1467.1500244140625,1463.074951171875,1486.4749755859375,1458.966241455078,1462.9789965820312,0,0,124578.408203125
196,2024-04-15,1464.824951171875,1446.324951171875,1482.125,1460.5987365722656,1464.1229956054688,0,0,124578.408203125
197,2024-04-16,1465.75,1450.925048828125,1471.175048828125,1462.3124877929688,1464.9054956054688,0,0,124578.408203125
198,2024-04-18,1464.324951171875,1459.3499755859375,1486.0,1464.6174865722655,1465.658994140625,0,0,124578.408203125
199,2024-04-19,1470.125,1443.0250244140625,1474.0,1466.1499877929687,1465.9074951171874,1,0,124578.408203125
200,2024-04-22,1479.8499755859375,1467.800048828125,1482.824951171875,1468.8799865722656,1466.723994140625,0,0,125414.75610351562
201,2024-04-23,1459.324951171875,1455.550048828125,1493.5,1469.6587341308593,1467.3544921875,0,0,123649.60400390625
202,2024-04-24,1450.175048828125,1449.5,1468.550048828125,1469.6187377929687,1467.5149926757813,0,0,122862.71240234375
203,2024-04-25,1459.9749755859375,1441.5,1467.9749755859375,1469.8662353515624,1467.7119921875,0,0,123705.50610351562
204,2024-04-26,1452.550048828125,1450.0,1465.0,1470.414990234375,1467.5479931640625,0,0,123066.96240234375
205,2024-04-29,1465.0250244140625,1450.0,1467.9000244140625,1469.0237426757812,1467.801494140625,0,0,124139.81030273438
206,2024-04-30,1467.0,1462.875,1483.074951171875,1468.0812438964845,1467.8394946289063,0,0,124309.658203125
207,2024-05-02,1466.550048828125,1464.125,1477.324951171875,1467.1699951171875,1467.5429956054688,0,1,124270.96240234375
208,2024-05-03,1434.0,1416.1500244140625,1474.949951171875,1464.5224975585938,1466.81099609375,0,0,125197.60400390625
209,2024-05-06,1419.5250244140625,1418.0,1440.0,1461.91875,1465.9899975585938,0,0,125197.60400390625
210,2024-05-07,1401.4749755859375,1392.0,1420.75,1458.8462463378905,1464.5394970703126,0,0,125197.60400390625
211,2024-05-08,1418.550048828125,1397.5,1432.949951171875,1456.76875,1463.4899975585938,0,0,125197.60400390625
212,2024-05-09,1394.125,1390.0,1423.75,1452.176251220703,1462.0184985351561,0,0,125197.60400390625
213,2024-05-10,1407.425048828125,1388.074951171875,1410.0,1449.3650024414062,1460.5319995117188,0,0,125197.60400390625
214,2024-05-13,1402.699951171875,1384.0,1406.9749755859375,1445.5212524414062,1458.7134985351563,0,0,125197.60400390625
215,2024-05-14,1420.074951171875,1400.0250244140625,1427.074951171875,1443.167498779297,1457.3684985351563,0,0,125197.60400390625
216,2024-05-15,1416.2750244140625,1413.0250244140625,1429.9749755859375,1440.7400024414062,1455.9809985351562,0,0,125197.60400390625
217,2024-05-16,1425.3499755859375,1398.0250244140625,1427.5,1438.7200012207031,1455.375498046875,0,0,125197.60400390625
218,2024-05-17,1435.699951171875,1413.25,1437.199951171875,1437.288751220703,1454.87349609375,0,0,125197.60400390625
219,2024-05-21,1436.125,1425.5999755859375,1441.824951171875,1435.5887512207032,1453.75349609375,0,0,125197.60400390625
220,2024-05-22,1460.6500244140625,1436.2750244140625,1468.7750244140625,1434.6287536621094,1452.81849609375,0,0,125197.60400390625
221,2024-05-23,1486.050048828125,1455.0,1492.2249755859375,1435.9650085449218,1452.535498046875,0,0,125197.60400390625
222,2024-05-24,1480.25,1476.0999755859375,1488.5,1437.4687561035157,1452.080498046875,0,0,125197.60400390625
223,2024-05-27,1466.25,1461.550048828125,1484.9000244140625,1437.7825073242188,1451.8269970703125,0,0,125197.60400390625
224,2024-05-28,1456.199951171875,1452.75,1478.5,1437.9650024414063,1451.6189965820313,0,0,125197.60400390625
225,2024-05-29,1440.7750244140625,1438.449951171875,1458.0,1436.7525024414062,1450.92599609375,0,0,125197.60400390625
226,2024-05-30,1424.8499755859375,1420.0999755859375,1440.4000244140625,1434.645001220703,1450.7794946289061,0,0,125197.60400390625
227,2024-05-31,1430.4000244140625,1422.25,1442.25,1432.8375,1450.7579956054688,0,0,125197.60400390625
228,2024-06-03,1510.324951171875,1459.0,1514.5,1436.6537475585938,1452.5999951171875,0,0,125197.60400390625
229,2024-06-04,1397.2750244140625,1359.300048828125,1498.050048828125,1435.5412475585938,1451.75599609375,0,0,125197.60400390625
230,2024-06-05,1420.75,1384.0999755859375,1431.1500244140625,1436.5049987792968,1451.66599609375,0,0,125197.60400390625
231,2024-06-06,1431.5999755859375,1421.3499755859375,1443.699951171875,1437.1574951171874,1451.4229956054687,0,0,125197.60400390625
232,2024-06-07,1469.949951171875,1426.5,1472.0,1440.9487426757812,1451.8024951171874,0,0,125197.60400390625
233,2024-06-10,1471.4000244140625,1468.074951171875,1493.3499755859375,1444.1474914550781,1452.1299951171875,0,0,125197.60400390625
234,2024-06-11,1456.675048828125,1454.675048828125,1473.675048828125,1446.8462463378905,1452.4319970703125,0,0,125197.60400390625
235,2024-06-12,1463.324951171875,1455.175048828125,1476.0,1449.0087463378907,1451.8414965820311,0,0,125197.60400390625
236,2024-06-13,1465.25,1460.0999755859375,1472.25,1451.4574951171876,1451.4294970703124,1,0,125197.60400390625
237,2024-06-14,1477.550048828125,1457.2249755859375,1479.675048828125,1454.0674987792968,1451.2849975585937,0,0,126243.10815429688
238,2024-06-18,1481.0250244140625,1471.3499755859375,1487.4000244140625,1456.3337524414062,1451.1664990234376,0,0,126538.48107910156
239,2024-06-19,1458.6500244140625,1456.0,1487.5,1457.4600036621093,1450.9075,0,0,124636.60607910156
240,2024-06-20,1473.699951171875,1450.0999755859375,1482.8499755859375,1458.1125,1451.122998046875,0,0,125915.84985351562
241,2024-06-21,1454.199951171875,1440.574951171875,1474.699951171875,1456.5199951171876,1451.0049975585937,0,0,124258.34985351562
242,2024-06-24,1441.4749755859375,1437.5,1449.5,1454.5812438964845,1450.1149975585938,0,0,123176.72692871094
243,2024-06-25,1454.1500244140625,1441.0,1455.925048828125,1453.9762451171875,1449.9249975585938,0,0,124254.10607910156
244,2024-06-26,1514.0250244140625,1445.125,1518.9749755859375,1456.867498779297,1450.6139990234376,0,0,129343.48107910156
245,2024-06-27,1530.550048828125,1506.0,1537.5,1461.35625,1451.8819995117187,0,0,130748.10815429688
246,2024-06-28,1565.4000244140625,1531.0250244140625,1581.0,1468.3837524414062,1453.8935009765626,0,0,133710.35607910156
247,2024-07-01,1560.1500244140625,1555.675048828125,1579.4000244140625,1474.8712524414063,1455.7815014648438,0,0,133264.10607910156
248,2024-07-02,1565.175048828125,1557.0,1573.5,1477.6137573242188,1457.7985034179687,0,0,133691.23315429688
249,2024-07-03,1552.425048828125,1542.7750244140625,1575.0,1485.3712585449218,1459.4445043945314,0,0,132607.48315429688
250,2024-07-04,1554.0250244140625,1550.800048828125,1567.5,1492.035009765625,1460.9280053710938,0,0,132743.48107910156
251,2024-07-05,1588.625,1548.0,1598.5,1499.8862609863281,1463.5140063476563,0,0,135684.47900390625
252,2024-07-08,1600.9000244140625,1582.5250244140625,1608.800048828125,1506.4337646484375,1466.528505859375,0,0,136727.85607910156
253,2024-07-09,1590.2750244140625,1580.5,1600.5,1512.3775146484375,1469.1345068359376,0,0,135824.73107910156
254,2024-07-10,1584.2249755859375,1563.1500244140625,1597.5,1518.7550109863282,1471.7680053710938,0,0,135310.47692871094
255,2024-07-11,1580.6500244140625,1570.5,1604.25,1524.6212646484375,1474.0805053710938,0,0,135006.60607910156
256,2024-07-12,1596.7249755859375,1574.5,1605.1500244140625,1531.1950134277345,1476.6750048828126,0,0,136372.97692871094
257,2024-07-15,1597.2249755859375,1585.5,1605.8499755859375,1537.178759765625,1479.2885034179687,0,0,136415.47692871094
258,2024-07-16,1576.25,1569.125,1600.0,1541.940008544922,1482.1335034179688,0,0,134632.60400390625
259,2024-07-18,1586.675048828125,1557.824951171875,1593.9000244140625,1548.341259765625,1485.47650390625,0,0,135518.73315429688
260,2024-07-19,1555.1500244140625,1552.800048828125,1589.9749755859375,1552.4137634277345,1488.5500048828126,0,0,132839.10607910156
261,2024-07-22,1500.675048828125,1499.2750244140625,1537.5,1554.7375183105469,1490.1925048828125,0,0,128208.73315429688
262,2024-07-23,1487.9000244140625,1463.0,1505.75,1557.058770751953,1492.0680053710937,0,0,127122.85607910156
263,2024-07-24,1495.699951171875,1476.4000244140625,1509.5,1559.1362670898438,1493.8335034179688,0,0,127785.84985351562
264,2024-07-25,1492.4000244140625,1477.074951171875,1500.4749755859375,1558.0550170898437,1495.6275048828124,0,0,127505.35607910156
265,2024-07-26,1509.0250244140625,1490.3499755859375,1512.425048828125,1556.9787658691407,1497.4065063476562,0,0,128918.48107910156
266,2024-07-29,1520.0999755859375,1511.7750244140625,1527.5,1554.7137634277344,1499.4830053710937,0,0,129859.85192871094
267,2024-07-30,1513.1500244140625,1510.0,1525.0,1552.3637634277343,1501.2390063476562,0,0,129269.10607910156
268,2024-07-31,1505.425048828125,1501.1500244140625,1510.449951171875,1549.3762634277343,1502.6335083007812,0,0,128612.48315429688
269,2024-08-01,1515.300048828125,1504.300048828125,1518.0,1547.5200134277343,1504.2170092773438,0,0,129451.85815429688
270,2024-08-02,1499.324951171875,1493.2750244140625,1509.324951171875,1544.785009765625,1504.9905078125,0,0,128093.97485351562
271,2024-08-05,1447.324951171875,1433.25,1483.9000244140625,1537.7200073242188,1504.216005859375,0,0,123673.97485351562
272,2024-08-06,1456.050048828125,1451.324951171875,1477.5,1530.4775085449219,1503.7320068359375,0,0,124415.60815429688
273,2024-08-07,1464.824951171875,1461.5,1472.5,1524.2050048828125,1503.703505859375,0,0,125161.47485351562
274,2024-08-08,1449.125,1445.925048828125,1465.0,1517.4500061035155,1503.5620068359376,0,0,123826.97900390625
275,2024-08-09,1474.300048828125,1456.0,1476.5,1512.1325073242188,1504.2325073242187,0,0,125966.85815429688
276,2024-08-12,1460.625,1457.75,1473.0,1505.3275085449218,1504.9480078125,0,0,124804.47900390625
277,2024-08-13,1463.625,1458.0,1470.074951171875,1498.647509765625,1505.6125073242188,0,1,125059.47900390625
278,2024-08-14,1461.8499755859375,1453.699951171875,1472.0,1492.927508544922,1504.6430078125,0,0,125607.72485351562
279,2024-08-16,1478.199951171875,1458.050048828125,1480.4000244140625,1487.5037536621094,1506.2615063476562,0,0,125607.72485351562
280,2024-08-19,1488.4000244140625,1480.5,1498.300048828125,1484.1662536621093,1507.6145068359374,0,0,125607.72485351562
281,2024-08-20,1495.949951171875,1490.0250244140625,1503.925048828125,1483.929998779297,1508.9015063476563,0,0,125607.72485351562
282,2024-08-21,1498.675048828125,1490.0,1507.875,1484.46875,1509.4760083007814,0,0,125607.72485351562
